DATE  OF OCCURRENCE,WARD,LONGITUDE,LATITUDE
02/04/2011,3,-87.63550578524806,41.81714949286032
02/04/2011,18,-87.69038994001048,41.76468889941352
02/04/2011,28,-87.69351314681141,41.864921871668926
02/03/2011,17,-87.66839265039624,41.759777632354655
02/04/2011,38,-87.76176807026472,41.94817429567298
02/04/2011,33,-87.7104726753149,41.94860176261229
02/04/2011,17,-87.6428120147649,41.762269497206006
02/04/2011,7,-87.56931544475228,41.730025237888924
01/04/2011,14,-87.68675076894503,41.79819825069326
02/04/2011,5,-87.59022334217258,41.796401412837525
02/04/2011,42,-87.63414329370151,41.88435629607921
02/04/2011,27,-87.65342748638598,41.88566857809523
02/04/2011,9,-87.61050381849641,41.658135072640654
02/04/2011,8,-87.60123505010796,41.74363350201861
02/03/2011,17,-87.67001520695929,41.76415868350667
01/28/2011,49,-87.68251418402333,42.016368321781314
02/04/2011,48,-87.65824116684514,41.98611341487547
02/03/2011,33,-87.70760068192295,41.95584733502241
02/03/2011,27,-87.7209656121581,41.89271435049235
02/04/2011,27,-87.66821036762859,41.88517611458929
02/04/2011,9,-87.62087672368972,41.690146695329226
02/03/2011,45,-87.74854491959577,41.971559743463025
02/04/2011,27,-87.72361697626023,41.88928168864637
02/04/2011,35,-87.70369498945887,41.91861709704889
02/04/2011,46,-87.6502267681838,41.96440055080517
02/04/2011,17,-87.64938988140446,41.75067025606172
02/04/2011,34,-87.6309424649205,41.67861658368234
02/04/2011,5,-87.57632656089186,41.772517730192426
02/04/2011,24,-87.7151382689771,41.861706039341655
02/04/2011,10,-87.55135462094509,41.727794035729154
02/04/2011,34,-87.64052732342816,41.67678116839372
02/05/2011,14,-87.71693911193186,41.78613838855134
02/05/2011,10,-87.55294508111821,41.73652625701117
02/05/2011,42,-87.63160747665387,41.904327101910106
02/05/2011,1,-87.66943056141905,41.90919799632552
02/05/2011,1,-87.69211451102997,41.89943668373452
02/05/2011,31,-87.72833098858926,41.94119456338404
02/02/2011,3,-87.64630936586119,41.79793606283074
02/05/2011,2,-87.69639635804066,41.87958396439962
02/05/2011,17,-87.64418827432141,41.75045805050848
02/05/2011,16,-87.66289976926817,41.781129272331306
02/05/2011,37,-87.76540747263626,41.89926273147524
02/05/2011,17,-87.67487612224735,41.76410980465756
02/05/2011,9,-87.6049503044469,41.65475190984214
02/05/2011,34,-87.6615573434721,41.69222765122663
02/05/2011,15,-87.68469964767102,41.7786583216524
02/05/2011,26,-87.69310832884723,41.90401138284531
02/05/2011,15,-87.68382089304131,41.78036030768707
02/05/2011,25,-87.68305777270483,41.8565617754677
02/05/2011,8,-87.58966957673479,41.75133658222498
02/05/2011,24,-87.70517635143109,41.854072344477196
02/02/2011,45,-87.77427395331901,41.96666876130978
02/05/2011,34,-87.62841784851749,41.707010443868874
02/05/2011,20,-87.62512066402678,41.777477714480135
01/22/2011,17,-87.63441137012482,41.760884970781966
02/05/2011,8,-87.60462745762602,41.73462355052732
02/05/2011,2,-87.65936529188933,41.866842372802864
02/05/2011,26,-87.70866654300526,41.91256577929264
02/05/2011,42,-87.62747267367821,41.88217223582359
02/05/2011,19,-87.68117073470906,41.68757920376236
02/05/2011,2,-87.68837267048856,41.87193761389046
02/05/2011,10,-87.53755381153782,41.70945235236351
02/05/2011,46,-87.6625251842556,41.96448679065991
02/05/2011,3,-87.62706566192294,41.843755710063874
02/05/2011,20,-87.60148755337889,41.778822488195964
02/05/2011,10,-87.53785337158962,41.70773099525652
02/05/2011,18,-87.68946643897829,41.763201804778355
02/05/2011,21,-87.63714602606474,41.72659223777375
02/06/2011,21,-87.65377996620313,41.746522214723754
02/05/2011,5,-87.58965333346066,41.77432818494722
02/06/2011,33,-87.7180165898474,41.96534371419527
02/06/2011,10,-87.53664002231552,41.69892430097176
02/06/2011,28,-87.69560364273656,41.861069587726924
02/06/2011,9,-87.60455154532035,41.65279540638393
02/06/2011,42,-87.62933182795399,41.9038192111167
02/06/2011,26,-87.71353512702255,41.912504346033266
02/06/2011,31,-87.72722816552589,41.93189406678808
02/06/2011,24,-87.71596394143054,41.86708098899678
02/06/2011,34,-87.63346410609488,41.68238073210627
02/06/2011,22,-87.72080259667844,41.846327364402505
02/06/2011,35,-87.69784811815633,41.92835158942976
02/06/2011,12,-87.69752918648658,41.853832678715364
02/06/2011,37,-87.75006583800824,41.89144981167092
02/06/2011,9,-87.62192276784872,41.697886698080765
02/06/2011,3,-87.62837126663221,41.85553933879211
02/06/2011,26,-87.69313256094283,41.90489516172374
02/06/2011,13,-87.75114519310128,41.77731279000277
02/06/2011,16,-87.653850267275,41.79369983096644
02/06/2011,24,-87.72848373976187,41.874428112092865
02/06/2011,20,-87.66391652900161,41.808506704300164
02/02/2011,19,-87.71807613916347,41.692055639213756
02/06/2011,34,-87.63001101344705,41.67776014241531
02/06/2011,19,-87.6750622766362,41.684155120810075
02/06/2011,1,-87.68470673613108,41.893160169768656
02/06/2011,14,-87.69720519120432,41.78980695570289
02/06/2011,5,-87.58144659976618,41.76886028157997
02/06/2011,44,-87.64968300712732,41.9488815619125
02/06/2011,4,-87.60568168575969,41.81125360519
02/06/2011,26,-87.6956352543897,41.89630041504173
02/06/2011,28,-87.74496779762754,41.886676260176266
02/06/2011,5,-87.5962019229058,41.773917581148744
02/03/2011,7,-87.54913053043435,41.752823388761094
02/06/2011,1,-87.66996529414088,41.89977464320096
12/09/2010,2,-87.63714871841088,41.88117751317281
02/06/2011,39,-87.72793362302636,41.9594963866187
02/07/2011,20,-87.6242024892833,41.78727464988332
02/07/2011,40,-87.67521854827523,41.9780041053341
02/07/2011,14,-87.6936884851796,41.79498236666046
02/07/2011,17,-87.66612852907222,41.76498965535679
02/07/2011,16,-87.65528195766909,41.804342386487605
02/07/2011,15,-87.67163133247948,41.79058457846621
02/07/2011,29,-87.77135516216309,41.89372666693697
02/04/2011,9,-87.601044511041,41.705565903430816
02/07/2011,3,-87.62254397758683,41.8036395334039
02/07/2011,2,-87.69934612722844,41.88207285313407
01/06/2011,20,-87.61286770598664,41.772275189983006
02/07/2011,1,-87.6857873585752,41.907622907980176
02/07/2011,8,-87.60380219781199,41.7505654763429
02/06/2011,47,-87.66693795079183,41.96691366896568
02/05/2011,34,-87.64052732342816,41.67678116839372
02/07/2011,36,-87.79203752227149,41.93368605056368
02/05/2011,29,-87.77148308570611,41.89924596645469
02/07/2011,2,-87.68367945042039,41.88000120488238
02/07/2011,17,-87.65678152304795,41.768472394394024
02/07/2011,7,-87.57579841254794,41.722353901072744
02/07/2011,9,-87.61516822828004,41.70862988433286
02/07/2011,32,-87.67944247130427,41.899027683252434
02/07/2011,37,-87.76201751618294,41.91817017527079
02/07/2011,15,-87.6767808821541,41.772145035245636
02/07/2011,49,-87.66625386830762,42.02047356986389
02/07/2011,16,-87.66440689748522,41.781107870531514
02/07/2011,6,-87.61764881019894,41.722718231679046
02/07/2011,29,-87.77271845435293,41.89113178578358
02/07/2011,28,-87.70126323070284,41.87385341991104
02/07/2011,17,-87.65761150316808,41.7669294949782
02/07/2011,5,-87.57381195898932,41.77001206194445
02/07/2011,29,-87.76849645148616,41.89469782527116
02/07/2011,2,-87.62566544858562,41.86657379973449
02/07/2011,9,-87.61769676454183,41.67876264834908
01/31/2011,8,-87.59426481461745,41.70917793729544
02/07/2011,46,-87.66324125203514,41.96703210583006
02/07/2011,19,-87.66656676937713,41.68968263854334
02/06/2011,36,-87.79611265388523,41.94558493616861
02/07/2011,31,-87.7268673707202,41.92458977632322
02/07/2011,5,-87.5866513932681,41.78218207573204
02/07/2011,20,-87.62137398611148,41.77381288155201
02/07/2011,34,-87.66444066745221,41.6888716820264
02/08/2011,2,-87.67967668313747,41.878578925734864
02/08/2011,18,-87.68686796845286,41.75769311831234
02/08/2011,15,-87.66567713081898,41.78342320880072
02/08/2011,37,-87.72982555285215,41.901959949960755
02/08/2011,31,-87.73647182904291,41.92509838930967
02/07/2011,5,-87.58420261533725,41.799466086919104
02/08/2011,9,-87.60442689355679,41.69272200453973
02/08/2011,8,-87.5841136295616,41.72771317564311
02/08/2011,6,-87.6266711403342,41.76348038303548
02/07/2011,20,-87.62635369703601,41.783712102310076
02/08/2011,28,-87.69925205320972,41.868186430859765
02/08/2011,8,-87.60050013172493,41.75186996009629
02/08/2011,17,-87.63199676649253,41.7507108513913
02/08/2011,42,-87.62679559870746,41.881964998265104
02/08/2011,27,-87.7164431662094,41.89474832656116
02/08/2011,30,-87.77594871360414,41.93651521010107
02/08/2011,27,-87.64100811253563,41.90464761093509
02/08/2011,16,-87.69416087755938,41.79357443219446
02/08/2011,42,-87.6310357423154,41.882413620447046
02/08/2011,14,-87.69531768157246,41.79895417609051
02/08/2011,6,-87.60736412060865,41.75318140296288
02/08/2011,16,-87.65267373541552,41.797106755753035
02/08/2011,37,-87.72947436212725,41.904534943179414
02/08/2011,21,-87.66311065614336,41.74325915175004
02/08/2011,28,-87.7556017382749,41.8909234581481
02/08/2011,22,-87.7340407780544,41.840831828930064
02/08/2011,3,-87.6310425291536,41.80897179559083
02/08/2011,31,-87.7360121805629,41.9278896224819
02/08/2011,42,-87.62982131115038,41.88332001961329
02/08/2011,5,-87.58655115581499,41.773440866143204
02/08/2011,29,-87.76522223954639,41.886177255517374
02/04/2011,3,-87.6139185109682,41.80223839758611
02/08/2011,14,-87.70119673035605,41.79110508364059
02/08/2011,13,-87.72914422808124,41.78316529278946
02/08/2011,28,-87.75534290101588,41.89193203783428
02/07/2011,31,-87.74618686013648,41.92518689752707
02/08/2011,22,-87.71957867806312,41.83537394955604
02/08/2011,50,-87.6752137683885,41.99989451562438
02/08/2011,20,-87.63630914551493,41.77450821026066
02/08/2011,26,-87.69065773971212,41.90624796629331
02/08/2011,5,-87.58456975288891,41.769179806703804
02/08/2011,5,-87.59063759881421,41.75701256684264
02/07/2011,3,-87.62334027714826,41.82851305737908
02/08/2011,23,-87.73211706578783,41.80129595235337
02/09/2011,13,-87.77440944801855,41.77496668905129
02/09/2011,35,-87.69739608082507,41.9283545751404
02/09/2011,9,-87.60822148848499,41.69031727724821
02/09/2011,7,-87.57596330309599,41.722349499378595
02/07/2011,17,-87.64388676732203,41.750209254215285
02/09/2011,38,-87.78201457539359,41.95894556141605
02/09/2011,27,-87.7128090325357,41.89567276540786
02/09/2011,20,-87.61571591116152,41.77788588236245
02/09/2011,48,-87.6591756772547,41.99445576411619
02/09/2011,35,-87.72067701801329,41.93058597781111
02/09/2011,37,-87.74810911373214,41.90221923934174
02/09/2011,28,-87.74534878413883,41.87836862647747
02/03/2011,5,-87.5912029458817,41.76838309276774
02/09/2011,31,-87.72699176472491,41.93745261431553
02/09/2011,18,-87.70901434872466,41.761665853199084
02/09/2011,34,-87.62911817550344,41.704248457829806
02/09/2011,24,-87.73723151776419,41.85567843818602
02/09/2011,12,-87.68572995495117,41.82854970385612
02/09/2011,14,-87.70405481490462,41.81381875035086
02/09/2011,21,-87.655594938169,41.72411738615196
02/04/2011,9,-87.62166984883335,41.68694897313771
02/09/2011,36,-87.82907785866261,41.94323720541502
02/09/2011,16,-87.66102914603907,41.8029573729643
02/09/2011,21,-87.6287000826122,41.71671335411004
02/09/2011,17,-87.62668179977678,41.75081550050527
02/09/2011,37,-87.76340218980131,41.898404825797456
02/09/2011,3,-87.643899680575,41.79829759288631
02/09/2011,15,-87.66453721255027,41.78656153478708
02/09/2011,28,-87.73317960458078,41.87799557596797
02/09/2011,4,-87.614588108721,41.82895533638204
02/09/2011,7,-87.55943100439889,41.751713184395335
02/07/2011,5,-87.60373985633076,41.797797075687534
02/09/2011,2,-87.65198027334147,41.87670827722719
02/09/2011,31,-87.7365044314008,41.91805137697104
02/09/2011,4,-87.60249241089043,41.823014512672444
02/10/2011,15,-87.6970399979875,41.7838920931916
02/10/2011,38,-87.77923236866542,41.957557315915345
02/10/2011,33,-87.70403926785143,41.947891603889786
02/10/2011,42,-87.62808233389251,41.88550474590183
02/10/2011,22,-87.73368326394966,41.84492715338086
02/10/2011,50,-87.6839888672988,41.99945876824004
01/22/2011,17,-87.6762514975994,41.77013592731209
02/10/2011,6,-87.60687108398675,41.745878440611385
02/09/2011,50,-87.68469303446727,42.008729871081925
02/09/2011,10,-87.53785841958097,41.7227671269481
02/01/2011,2,-87.68640037554887,41.875277249293525
02/10/2011,20,-87.60493534452458,41.7803125945908
02/10/2011,24,-87.7238803380678,41.87084447987329
02/10/2011,7,-87.55994812009736,41.75931287995816
02/10/2011,15,-87.6880607871424,41.77179455449592
02/10/2011,3,-87.61525171247615,41.823748123291075
02/10/2011,40,-87.6825900725501,41.97678379557462
02/10/2011,22,-87.70751102847275,41.85066574073091
02/09/2011,24,-87.70935421735292,41.86230593891118
02/10/2011,44,-87.64225076038429,41.93996776798208
02/10/2011,39,-87.72821064602559,41.95975031449812
02/10/2011,34,-87.64155179953441,41.679559121952494
02/10/2011,38,-87.77434276694444,41.946595163535626
02/10/2011,2,-87.68557599473077,41.881282503962154
02/10/2011,10,-87.55943614688121,41.65906221972586
02/10/2011,29,-87.7633567944183,41.880374901710724
02/10/2011,4,-87.60814114392015,41.80393919822025
02/10/2011,17,-87.64677993951167,41.76827035850212
02/10/2011,22,-87.71711864086525,41.834759782968256
02/10/2011,27,-87.72158501254943,41.902857619089986
02/11/2011,38,-87.76752525885611,41.951435500613975
02/10/2011,11,-87.64489645038762,41.8370746653097
02/10/2011,20,-87.59298470985318,41.78366381547637
02/10/2011,17,-87.67400089841665,41.76832551804795
02/10/2011,14,-87.72344868291638,41.80806706039349
02/11/2011,29,-87.76189190209479,41.87374848564753
02/11/2011,28,-87.75555474847437,41.88961696085245
02/10/2011,38,-87.7679630787852,41.95305948953088
02/11/2011,21,-87.66816919301043,41.750182250206564
02/11/2011,20,-87.62040366243119,41.782975538213584
02/11/2011,6,-87.62843080024612,41.76981954033691
02/01/2011,27,-87.72496538533993,41.90354242757206
12/04/2010,22,-87.73540518815804,41.84919248537437
02/11/2011,42,-87.62784145464249,41.87869205804217
02/11/2011,30,-87.76218516289408,41.92491632922162
02/10/2011,28,-87.74772103140805,41.87754923969056
01/12/2011,38,-87.77821980759617,41.95518965515108
02/11/2011,20,-87.61455490853673,41.7800768003283
02/10/2011,8,-87.60259327893624,41.750527606598915
02/11/2011,36,-87.80626415654312,41.928324153620906
02/11/2011,6,-87.61457109388796,41.74348443521708
02/11/2011,24,-87.71520522562287,41.863901804809004
02/11/2011,46,-87.65593783238594,41.96918460693973
02/11/2011,35,-87.71406550864398,41.9431437407279
02/11/2011,27,-87.65905456584281,41.88557826492
02/11/2011,17,-87.66509822388453,41.761838699203814
02/11/2011,20,-87.59774695630922,41.78404018713317
02/11/2011,6,-87.61294483102432,41.76374366135774
02/11/2011,7,-87.5627908942047,41.75422210093924
02/10/2011,27,-87.63953940800138,41.90729790664654
02/11/2011,3,-87.61400154423113,41.80924231242867
02/11/2011,6,-87.60889080679729,41.74745270220943
02/11/2011,16,-87.66408843724412,41.78000006604739
02/10/2011,9,-87.62180904463087,41.6633457740796
02/11/2011,4,-87.60950186595618,41.82381357151059
02/11/2011,15,-87.68556538361089,41.77933830270174
02/11/2011,2,-87.63088976394911,41.87663060704279
02/11/2011,24,-87.7194184732969,41.867486447117294
02/11/2011,27,-87.6644817925523,41.900771923188145
02/11/2011,9,-87.6079502036826,41.71185303512783
02/11/2011,27,-87.64647302751693,41.90887635954515
02/11/2011,48,-87.65661764177094,41.97339822127411
02/11/2011,7,-87.56437557232493,41.751644844483316
02/03/2011,31,-87.76534886753086,41.93322233417583
02/11/2011,20,-87.66627331866518,41.80619875386115
02/11/2011,10,-87.5467068713322,41.72710367748732
01/13/2011,8,-87.56970222208622,41.74933125020187
02/11/2011,20,-87.60694527322974,41.7750480515721
02/11/2011,39,-87.72082198789911,41.968429483874715
02/11/2011,3,-87.63731276197049,41.812552819773735
02/11/2011,5,-87.5814385193926,41.76861049811148
02/12/2011,8,-87.59756031864161,41.73074471224671
02/12/2011,35,-87.71040601473268,41.91617017239431
02/12/2011,37,-87.73368544050993,41.897334172839216
02/12/2011,13,-87.74081683658736,41.77498770691157
02/12/2011,20,-87.66511688999881,41.8084176434314
02/12/2011,41,-87.78762725069336,41.99746260182939
02/12/2011,27,-87.65049513237432,41.88686962256206
02/12/2011,17,-87.65158934250738,41.755458417363485
02/11/2011,37,-87.7531523714851,41.90103187670013
02/10/2011,21,-87.66599486713095,41.74958784889438
02/12/2011,22,-87.70490701974141,41.83508605008152
02/12/2011,28,-87.71099083471245,41.876003153540246
02/12/2011,9,-87.62183908355105,41.694848207653614
02/12/2011,34,-87.63095021220494,41.683290237002176
02/12/2011,42,-87.63022706546776,41.90693116569516
02/06/2011,33,-87.71705109744758,41.96403778076199
02/12/2011,7,-87.55268296592622,41.748185017572396
02/09/2011,6,-87.62221140651067,41.73083954275668
02/12/2011,45,-87.7478149097158,41.95329329907597
02/12/2011,15,-87.70570059258219,41.774482892862245
02/12/2011,28,-87.69607869993116,41.867573363575
02/12/2011,12,-87.70118244452021,41.84366339903753
02/12/2011,27,-87.63817078944861,41.89664749316717
02/12/2011,17,-87.67658222751264,41.76466568578846
02/12/2011,15,-87.68081712393894,41.775033076086
02/11/2011,11,-87.6705204162464,41.82935208773489
02/12/2011,17,-87.64904727374635,41.7622244743768
02/12/2011,15,-87.69694203494011,41.780450206558534
02/10/2011,21,-87.62763881456824,41.7363780935198
02/12/2011,13,-87.72278404891252,41.77375166109951
02/12/2011,20,-87.614605468113,41.780145723877965
02/12/2011,31,-87.73669893680191,41.933063313834374
02/12/2011,9,-87.61561515342876,41.65722853706211
02/06/2011,3,-87.62832727539177,41.855868379283415
02/12/2011,2,-87.62447811793994,41.85274916735321
02/12/2011,29,-87.78037360472895,41.90930285367156
02/12/2011,30,-87.73160215780577,41.90992207160441
02/12/2011,34,-87.62767541789667,41.69151141038926
02/12/2011,42,-87.63405636376953,41.896704839027834
02/12/2011,28,-87.7454371825334,41.8807428553726
02/12/2011,37,-87.75589216400391,41.911685097034116
02/12/2011,29,-87.76716893597099,41.896540908206134
02/12/2011,44,-87.65551595408523,41.94133388362421
02/12/2011,29,-87.76341810445116,41.882153480148034
02/12/2011,1,-87.67678533868052,41.89163600840291
02/13/2011,28,-87.76036558874989,41.88307682429941
02/13/2011,42,-87.63151832566108,41.88563007711091
02/13/2011,7,-87.56376031979323,41.756824703439484
02/13/2011,15,-87.69096450447798,41.76992549367984
02/13/2011,35,-87.71011918211434,41.936206954361
02/13/2011,18,-87.66671741652067,41.74173508705837
02/13/2011,6,-87.6434105117563,41.768672795618336
02/13/2011,48,-87.66532075824949,41.97634706902397
02/13/2011,20,-87.6723880561598,41.80794378583694
02/13/2011,28,-87.73044680554914,41.881211243475484
02/12/2011,45,-87.74861906862714,41.96103882345519
02/13/2011,16,-87.6811088291377,41.80195895679933
02/12/2011,27,-87.66059846203686,41.89628711049298
02/12/2011,47,-87.67897896715554,41.95662903696376
02/13/2011,20,-87.62398421369497,41.78512178138365
02/13/2011,28,-87.74649314884685,41.88412917074166
02/13/2011,49,-87.67218543222332,42.01948979856545
02/11/2011,49,-87.66190961240879,42.00908732966274
02/13/2011,34,-87.63137971825991,41.693284979822195
02/13/2011,34,-87.646192582205,41.68412060815185
02/13/2011,24,-87.70454616529967,41.86482089627725
02/13/2011,15,-87.66559090473386,41.780071927464085
02/13/2011,16,-87.64631087297491,41.786119177991566
02/13/2011,50,-87.6999618868673,42.01216853163585
02/13/2011,3,-87.61742252073583,41.824510859124445
02/13/2011,11,-87.66806277148412,41.82892898341515
02/13/2011,16,-87.68774288251905,41.78996822447406
02/13/2011,24,-87.71490790053936,41.8661834245631
02/13/2011,11,-87.65158764795889,41.8407397485233
02/13/2011,37,-87.75802537365415,41.90324080876611
02/13/2011,18,-87.70099425257654,41.748633189662975
02/13/2011,24,-87.71913397775604,41.86614024119409
02/13/2011,9,-87.62882589248686,41.70720504889347
02/13/2011,30,-87.72444812780006,41.92356984132203
02/13/2011,10,-87.53634801444184,41.717232361313364
02/03/2011,50,-87.69252603580051,41.99779162434131
02/14/2011,6,-87.60537961236,41.75237025484349
02/13/2011,10,-87.5510885864079,41.72918907813859
02/13/2011,35,-87.71980045013481,41.93768883430813
02/14/2011,42,-87.63708491242052,41.888745743314225
02/11/2011,22,-87.70634656903388,41.84249246157656
02/14/2011,20,-87.62290594669999,41.77451667108646
02/14/2011,15,-87.70330200127304,41.77271066918834
02/14/2011,21,-87.66357746024563,41.75017204164671
02/14/2011,5,-87.57057591766012,41.771796365714465
02/14/2011,1,-87.68708082658148,41.91050340658761
02/12/2011,10,-87.53543323453889,41.70412739257095
02/14/2011,20,-87.61887181900966,41.786539083661914
02/14/2011,17,-87.64680126839801,41.75595406854407
02/14/2011,3,-87.61953417295422,41.812435485780256
02/11/2011,42,-87.62555997497212,41.893104488928195
02/13/2011,1,-87.67749291645916,41.90611864628356
02/14/2011,17,-87.64423486396804,41.75226957103725
02/14/2011,16,-87.66498938055747,41.803746136772936
02/14/2011,15,-87.67018836846415,41.77047980333171
02/14/2011,36,-87.80180488076195,41.92365487029119
02/14/2011,12,-87.69618341488565,41.824472546964536
02/14/2011,8,-87.60240599563181,41.745715651529274
02/14/2011,13,-87.72388209716866,41.768902824194484
02/14/2011,15,-87.69228437386856,41.777638852219226
02/14/2011,12,-87.68987544834464,41.82311738817295
02/14/2011,35,-87.71726803095724,41.92929441725799
02/14/2011,6,-87.61399324936338,41.7217129402431
02/14/2011,3,-87.62635220718865,41.82821878904936
02/14/2011,13,-87.7137241970552,41.78415069158765
02/14/2011,29,-87.7778343905973,41.91869783717466
02/14/2011,15,-87.6995446634187,41.77566207692986
02/14/2011,15,-87.71243095959314,41.77871823861735
02/14/2011,9,-87.61190423743143,41.72311865524734
02/14/2011,3,-87.62140779085439,41.821785871267956
02/14/2011,31,-87.73685024250396,41.93772927929717
02/14/2011,34,-87.62887830144176,41.69535810923671
02/11/2011,46,-87.65121594503823,41.964392711287374
02/14/2011,9,-87.6190843062085,41.70621733194189
02/14/2011,5,-87.58241750107948,41.7701619373726
02/14/2011,15,-87.700815953895,41.77761478929019
02/14/2011,39,-87.73226732834638,41.98386026141417
02/14/2011,24,-87.72839744739295,41.85242420651178
02/14/2011,8,-87.58318717708174,41.752551331102076
02/14/2011,28,-87.75363301060109,41.88159681703257
02/14/2011,20,-87.61593245441864,41.78674579699541
02/12/2011,2,-87.61900001408333,41.85685904994127
02/14/2011,20,-87.63884977659917,41.77960053705305
02/14/2011,48,-87.6568035603603,41.985018250455084
02/14/2011,21,-87.65936676618101,41.729145205711966
02/15/2011,20,-87.60738926830824,41.78573986163982
02/15/2011,30,-87.72232022570972,41.93515563341003
02/15/2011,1,-87.67691875836893,41.91016859716554
02/15/2011,15,-87.68078009901592,41.773622297551164
02/15/2011,21,-87.65919074286185,41.721803122731686
02/15/2011,6,-87.62440705678874,41.75105396339125
02/15/2011,1,-87.66281632913878,41.90512554280184
02/13/2011,15,-87.68738739789855,41.77679636740531
02/14/2011,4,-87.59613364511027,41.80772121839155
02/15/2011,37,-87.76520712858695,41.893685438445
02/14/2011,42,-87.63081736462635,41.90066969744598
02/14/2011,42,-87.63081736462635,41.90066969744598
02/08/2011,10,-87.5466170011327,41.73206751537361
02/15/2011,28,-87.68596568187738,41.8579503316584
02/15/2011,8,-87.60379143082969,41.73403645173504
02/15/2011,17,-87.64302662659428,41.75284685489773
02/15/2011,5,-87.58300603578596,41.76904611154696
02/15/2011,30,-87.76903217551389,41.93729920419101
02/15/2011,34,-87.65004246283414,41.709160882731155
02/15/2011,20,-87.6155928060458,41.783993900178736
02/14/2011,2,-87.62600826532653,41.86877954321776
02/15/2011,28,-87.76313035480652,41.882714622969004
02/15/2011,15,-87.70297867327601,41.778400567536124
02/14/2011,23,-87.77556080943268,41.784250760091844
02/15/2011,24,-87.71150778466829,41.8719170200093
02/15/2011,42,-87.63477080420155,41.892488551825394
02/15/2011,27,-87.66573666156356,41.903021265400874
02/15/2011,32,-87.67106821944724,41.94374350704549
02/15/2011,16,-87.66058912429442,41.78576459290268
02/15/2011,16,-87.66058912429442,41.78576459290268
02/11/2011,32,-87.68350705264992,41.89955020745862
02/15/2011,31,-87.73052432672057,41.92217490264352
02/15/2011,18,-87.70299965164392,41.76427577587796
02/15/2011,26,-87.71244164044657,41.90629921370784
02/15/2011,16,-87.6475877924989,41.777775931424316
02/15/2011,46,-87.65464553658083,41.965524439917026
02/15/2011,42,-87.6293518977006,41.89496918019481
02/15/2011,11,-87.6432432844558,41.808203247070146
02/15/2011,49,-87.67919649319747,42.01872592339692
02/15/2011,42,-87.63192616392318,41.90172477258182
01/24/2011,37,-87.73199313185306,41.904276481450395
02/15/2011,36,-87.83283453562211,41.95074536991471
02/15/2011,24,-87.73459514319623,41.85891392855952
02/15/2011,28,-87.68625872055226,41.869299474391966
02/15/2011,2,-87.68619961115166,41.877707522040986
02/15/2011,33,-87.70762401955145,41.945943593287694
02/15/2011,30,-87.73254629643328,41.9169769506295
02/15/2011,26,-87.71320602104733,41.91196469952926
02/15/2011,21,-87.65112524747217,41.73836960571944
02/16/2011,6,-87.6283420455493,41.76654230669395
02/16/2011,6,-87.6194680732421,41.734417580578835
02/16/2011,49,-87.6640672958576,42.01420959886921
02/13/2011,45,-87.77542959575591,41.986353081571984
02/16/2011,34,-87.64127390592986,41.6631270716595
02/16/2011,22,-87.7185957273656,41.84414211605663
02/15/2011,20,-87.60720689521843,41.774605130289075
02/16/2011,27,-87.71395315017536,41.89320363648073
02/16/2011,5,-87.57700777575731,41.765395291256716
02/16/2011,7,-87.55805948193495,41.75909707327358
02/16/2011,8,-87.59355577621864,41.751518095324194
02/16/2011,35,-87.71280911181432,41.94496735050647
02/16/2011,12,-87.69480284709944,41.84451450683909
02/16/2011,28,-87.70708958839563,41.88106978265766
02/16/2011,17,-87.63698394058774,41.75482470905645
02/17/2011,2,-87.70086495405951,41.87365638542909
02/16/2011,15,-87.67420393036636,41.77105177092455
02/16/2011,29,-87.76530031556409,41.88855690427495
02/17/2011,40,-87.66262893745154,41.99805441645779
02/16/2011,4,-87.59845818202972,41.811333856373125
02/16/2011,16,-87.69403892320796,41.78628766465253
02/09/2011,20,-87.62389364229502,41.78169635043391
02/16/2011,7,-87.56274181573012,41.75158450117241
02/16/2011,17,-87.67601162922348,41.76095487154081
02/16/2011,27,-87.66453512826186,41.89530845866888
02/16/2011,30,-87.76119616368369,41.924151253910495
02/16/2011,15,-87.68728315089368,41.783895269130745
02/16/2011,34,-87.66456760362719,41.685452977649526
02/16/2011,8,-87.58627604837032,41.736794454159174
02/16/2011,46,-87.65796735132169,41.96642766313818
02/16/2011,34,-87.62708020975433,41.70140655041803
02/16/2011,35,-87.72014627502908,41.93458422257856
02/16/2011,8,-87.59314671967017,41.736720914752865
02/01/2011,34,-87.62679295825346,41.69720596271663
02/16/2011,34,-87.62865153703056,41.69969550319909
02/16/2011,27,-87.64789240327796,41.91081403470568
02/15/2011,28,-87.76010610915276,41.88499101503087
02/16/2011,16,-87.67369213752619,41.79952908091683
02/16/2011,15,-87.71239963274078,41.77778500857972
02/16/2011,20,-87.60057494052771,41.77911854265097
02/16/2011,7,-87.56161396142936,41.75609953379051
02/16/2011,6,-87.60975559770696,41.754961074400676
02/16/2011,9,-87.6175285586163,41.67313021831164
02/17/2011,11,-87.6397179429161,41.84257319880681
02/17/2011,24,-87.71256529647178,41.85445006298552
02/17/2011,26,-87.70713534319242,41.909096961284604
02/17/2011,13,-87.7626260824182,41.777922000293316
02/17/2011,2,-87.62147528890198,41.866350317931726
02/17/2011,34,-87.64007334405808,41.680881217160994
02/16/2011,12,-87.69152686243743,41.819032169415955
02/17/2011,30,-87.77596891425206,41.93546152579894
